1142,4691262,2873,8119
1145,9334686,788932,5910
1149,7151802,731843,8705
1154,8775087,750436,9431
1159,5109950,125725,6098
1163,5656230,674111,9518
1167,4669637,103500,6848
1169,3623181,733693,9135
1172,1190057,824128,10356
1175,661058,19955,8927
1179,6289199,527954,9887
1180,706125,341508,9591
1183,1424724,841030,7566
1185,7241205,838206,7561
1189,918585,225922,5717
1190,6719918,679186,8137
1194,8497203,173829,7599
1195,5865441,424876,8921
1199,8147287,810220,7821
1200,870698,156829,8306
1201,5703143,119010,9417
1205,2520134,88808,10029
1207,2151930,820215,6434
1208,8233189,87013,7166
1210,3625389,219750,9894
1215,2340068,417774,8852
1217,8260369,11801,8836
1221,2964639,81926,8893
1222,4361888,857807,10510
1223,6304201,319236,7967
1227,5243216,551300,9857
1231,1200834,868050,6580
1236,9119671,600293,10195
1241,623250,583349,9837
1244,6765716,324884,6607
1246,6851804,580377,8953
1247,2165049,843366,6849
1252,3872866,225183,8112
1255,4925102,796306,10164
1259,2916985,538680,6339
1263,3606727,724884,9521
1268,3703651,64715,10394
1272,5124750,825176,6550
1277,3611397,11910,6693
1279,7610869,709942,10373
1284,1880715,225933,9062
1287,10611500,583826,6900
1292,2141204,357151,7698
1295,1467542,215548,8208
1296,4244900,177487,10550
1301,7988093,158217,7500
1304,8457377,414571,6856
1309,10600045,2880,10335
1312,9330890,296696,8633
1316,1423536,453104,9008
1319,360235,451394,8907
1322,5909307,732264,6540
1324,3894870,11182,6527
1326,3970228,245337,7895
1329,9096074,511427,9556
1334,10472254,127253,8793
1338,9807631,925993,6730
1339,10220083,83235,9900
1344,2579998,158,7425
1348,8246385,445053,7315
1350,6699151,694192,7102
1352,592187,35908,8050
1353,2924186,475141,7353
1356,620701,178219,7498
1360,3819348,798219,9659
1363,5164062,822140,8672
1366,2135874,813235,8826
1370,8129493,805462,6798
1372,3445876,96077,10219
1376,10380845,107878,7265
1377,273780,186871,9126
1381,10472393,194780,8181
1384,10006632,87942,9960
1389,4448169,52964,6742
1390,7736080,456844,10354
1391,2981895,759217,8771
1394,5982579,585255,8818
1398,6947480,27432,7275
1400,452002,663862,6727
1404,1008282,333244,7245
1408,6805537,119256,6333
1413,3674889,692305,7141
1414,6500378,364236,10471
1418,4773336,919232,6737
1422,305291,594559,6542
1424,8928504,87116,7676
1425,3007480,480519,8332
1426,1609490,648293,5800
1427,9527858,216365,7738
1431,3565504,31958,9266
1435,9035592,106482,9690
1437,3937402,882578,5742
1442,5174661,834923,8382
1447,8387652,818750,7015
1448,4012300,742341,9734
1450,7341564,51889,10352
1455,2364325,574675,8760
1457,2801309,77110,7858
1461,3863882,204722,9632
1463,6889608,288898,10539
1467,4137288,560424,5638
1470,5600305,919105,7121
1472,4502184,115539,9123
1476,9721940,796853,6376
1479,9830835,1123,8497
1481,519046,828892,8830
1482,10043646,536066,7521
1483,5795458,397794,10416
1487,6639419,490802,6186
1491,368423,203999,7677
1492,7476271,515295,7715
1495,2916891,541121,7208
1496,3653159,514364,7736
1498,2153006,98242,9300
1502,5623737,106347,6892
1506,10418706,376228,9652
1507,1885168,494601,8962
1512,1055301,466964,6711
1516,9921727,864686,8240
1518,6545437,613322,10507
1523,6884765,699054,6408
1524,5209471,251687,8074
1525,237519,252674,6209
1526,8808199,176468,8422
1531,9222735,755791,5944
1533,2394489,473452,5750
1535,7384767,918585,8545
1537,1096290,615358,6913
1540,9575415,414360,5702
1541,8511450,443396,10334
1542,994046,596936,9204
1547,2099689,491721,8242
1552,1361505,309028,8371
1555,2669900,514963,6143
1556,6096723,550136,6148
1558,8027708,686693,9683
1562,3207451,565945,10311
1566,10649498,697398,6892
1570,2934882,773636,6402
1571,2078825,771574,7740
1573,8396831,286727,8763
1576,8564372,854620,10462
1580,1883438,791001,7831
1584,1323431,289124,9856
1585,6078649,651164,8608
1590,4836830,492406,5717
1591,4801446,1032,9855
1592,1652135,342004,6716
1595,6356398,861614,8964
1597,8821462,45652,8411
1601,365435,873558,6099
1602,7971792,732504,5901
1607,9586193,495011,7926
1612,7194075,483981,10036
1617,6593509,599667,5627
1621,4942015,29141,9103
1626,8286450,290670,5734
1630,8369496,921491,8512
1633,7878723,499675,9426
1635,1217502,745863,6902
1639,5139242,777957,8127
1642,9577204,320618,10650
1645,6578540,522423,10010
1646,4672013,6088,5795
1648,6220952,53509,6326
1651,5505334,605321,9853
1652,6053794,420439,9322
1653,3754991,61041,9060
1657,2948397,607924,7395
1659,7526085,472041,8159
1660,2751725,925767,7373
1662,4016884,927076,6472
1664,7202228,54087,9397
1665,9994558,357998,9357
1668,6149420,776945,9059
1673,7638354,691904,6790
1675,7981773,44487,10509
1679,2086296,778133,7915
1682,671085,99189,8669
1686,6832746,249297,5738
1691,136953,888469,8951
1694,6534082,580950,7372
1697,10271483,853762,7657
1699,2633012,310296,10356
1704,10466894,136164,9278
1705,7192757,363940,10304
1710,10471653,937456,7360
1715,68067,584476,8239
1717,5021850,230501,6266
1722,1718790,511331,6904
1723,7300792,203029,8500
1724,10369597,480620,7901
1728,8810839,770592,7255
1731,3841080,214952,8905
1732,1983890,886024,6825
1737,7391415,895615,9408
1739,348806,455435,9289
1740,10528612,90485,10046
1742,4328463,845346,6272
1745,397270,84249,7246
1747,3275023,95568,9277
1751,8130739,725121,6407
1755,4791668,82764,10407
1756,10521470,321699,8470
1759,8444894,621832,7968
1762,7715290,526708,8740
1767,849688,80484,7756
1770,9711611,523726,7007
1775,7104972,747088,10322
1777,74261,330620,9753
1781,8561882,1794,9442
1782,3474658,313515,6877
1786,2959912,418323,10075
1787,2095669,788090,8501
1789,3180199,269535,9338
1794,5130621,668855,10621
1795,7098676,787364,7226
1800,8444670,892891,8459
1803,1236370,807861,7135
1806,1832761,525935,7598
1810,8593035,211806,9878
1812,4833862,502163,8892
1817,8387484,304440,8984
1820,1930426,172501,7965
1823,3789380,767351,8146
1828,5348388,593123,7000
1830,8157553,417227,10214
1833,7395321,64638,10299
1838,178646,776811,7077
1843,9248746,316774,9517
1847,6475880,457251,7119
1851,5404594,351010,9677
1853,5079320,935753,7979
1855,10562271,886887,9459
1860,1038961,136059,8959
1865,2003770,572297,10056
1866,1091778,98432,8491
1867,8415565,279494,7119
1869,3803427,91504,8345
1870,2292865,476572,6087
1871,6864477,814749,7073
1874,4872639,73311,10618
1876,6472040,539765,8500
1880,6395056,902433,6195
1881,6241646,379220,9728
1886,5280882,368731,6635
1890,9621278,289020,9209
1894,3278785,475353,7675
1896,2842574,448709,6539
1898,8220837,613717,8891
1902,4190642,490689,6815
1905,2571926,334093,8422
1909,5988490,420578,5798
1914,8120848,857163,8678
1919,5293700,301713,7631
1921,8035898,205715,7352
1922,4397314,504456,7215
1926,10303337,716796,6353
1927,946156,125729,7571
1931,7103912,666674,7350
1936,10435946,36354,8572
1937,1285277,579441,9723
1940,3853045,709666,7208
1941,4388814,848215,8335
1946,515434,869190,7245
1951,2706286,505448,10095
1956,5587454,547577,6539
1961,446830,490217,7546
1966,8828498,130224,5668
1968,804914,68566,9555
1970,8976176,353532,7545
1975,1397997,807513,8188
1976,5961607,933910,10626
1979,1275439,87892,8199
1984,261079,95940,10405
1986,4916654,24522,9542
1991,4712363,629022,7031
1996,8638475,401903,7440
1997,1834071,219671,8357
2002,10152267,764953,6252
2005,6378883,355246,10309
2010,1105805,834700,7791
2012,3596450,111245,7506
2015,7898792,156111,10230
2016,6267804,173661,10253
2017,9661525,408321,5967
2019,5035534,594016,7047
2022,1116818,925940,10013
2023,3591440,814775,9677
2026,4426608,914158,6043
2029,9060921,660063,6650
2034,3505808,238569,8177
2036,6491232,514648,6519
2038,346180,84036,10184
2043,1376614,740310,7160
2047,620990,359074,8473
2050,7563978,699933,10112
2052,9560341,197970,8066
2057,2788831,181416,7014
2060,379528,255455,8632
2061,10638259,614650,8118
2066,9701252,868194,9480
2067,10287509,642872,6676
2071,692878,663283,8803
2072,4486334,343555,7060
2076,1751063,742486,6436
2081,2867822,376132,6774
2083,10185819,70807,9620
2086,7531279,390393,7717
2089,9796888,932280,8722
2094,5437336,474272,7998
2098,4223312,538153,10226
2103,7154323,229587,8044
2106,5250642,349236,7052
2109,1630113,262412,8399
2112,10641436,598956,6266
2116,4236133,333543,6998
2120,5192258,86641,7007
2125,5782312,516886,8339
2130,5338041,785350,10087
2135,3953888,806471,9955
2136,6593257,278864,10079
2140,9799633,144879,9122
2144,7527671,547406,6498
2149,2697497,802748,9260
2154,10478851,71173,6012
2159,8548033,276774,9300
2160,5213140,558196,9424
2163,4250230,819651,5750
2164,4826308,362583,6038
2166,3674598,665335,6928
2167,6676785,498075,6042
2168,3372805,430773,8377
2172,4048442,403727,7971
2175,1963402,261643,6432
2178,1241631,168710,7057
2179,10242642,354027,5840
2184,2475761,560804,10595
2185,1817469,199410,8710
2186,4776555,900983,10440
2191,6945545,398991,7910
2195,8669906,187863,10394
2200,4919103,207527,9782
2205,139625,4484,8342
2210,4470847,28477,9756
2212,1846438,99891,6584
2214,6552473,556053,9919
2217,6492930,467688,7310
2220,1602660,752036,7728
2223,5952875,699891,9729
2227,7940391,192091,9006
2230,5800445,844123,6692
2231,5744003,617471,8566
2233,974353,695637,7252
2235,2210372,894225,10175
2239,6273146,131959,8698
2243,3776808,643495,10678
2247,4370150,590988,9200
2252,3118375,452310,9904
2253,3692568,636832,5751
2257,7962349,883346,8485
2258,5243869,626171,9252
2260,6772089,571106,5909
2261,5430220,21731,9189
2266,4373538,137376,8660
2269,2921275,156703,7905
2271,6900181,10784,8107
2274,9326669,409374,6953
2276,7028353,351001,8368
2281,10474975,626473,5846
2284,10233524,786781,5769
2287,3552230,609368,8908
2289,517461,376773,7478
2292,9597353,653820,10447
2293,9587592,29725,8405
2296,6948493,557381,6478
2297,1857096,426058,7687
2300,1807619,49443,8688
2301,7304655,97610,6967
2302,5554672,209464,9187
2307,2291109,534687,6798
2311,5598137,927350,5854
2312,2113492,549870,8991
2314,2315818,836967,10599
2316,7834047,251703,6195
2317,998295,237575,9820
2322,10523114,820528,6704
2323,9030422,606612,7209
2324,4245602,783384,10193
2326,5170816,195197,8902
2328,4926999,127578,6764
2332,6531406,794256,9185
2337,6582396,503417,9172
2339,1382265,142414,8125
2341,3755837,152868,9830
2346,4662986,857553,8914
2349,9320238,165129,6032
2353,4153555,311409,9095
2357,2816142,304920,7748
2358,8611483,884602,9552
2363,988939,422642,6912
2368,9443422,504331,5846
2371,9974391,475034,6866
2373,3024907,12361,5639
2377,4253196,287106,8055
2379,4472652,20100,5987
2382,10192514,305299,7509
2384,5480790,780040,6552
2388,2998353,642403,8292
2390,4126236,635735,8539
2393,4607159,581516,9216
2397,6796351,726212,7733
2400,2539155,264429,9367
2403,311563,457719,7625
2406,10224779,598693,9151
2407,6306050,231336,6985
2411,6627542,667329,7783
2416,9872896,181053,5962
2419,2243403,542899,7678
2420,7160061,623651,8008
2421,8063796,105943,6691
2426,9638334,66162,5854
2429,9186818,390739,5682
2433,1356397,938485,7516
2434,3419804,394897,6791
2438,2654244,619974,6085
2443,3203223,762150,7277
2444,4179938,83117,8239
2448,9631656,335003,9878
2453,9788815,653299,5914
2455,8956985,511890,8344
2458,9526274,342976,6598
2462,1618874,268548,8328
2463,3295122,460864,10581
2468,499938,282471,6467
2472,9783936,574540,6583
2473,2737388,275533,10452
2475,4096862,164840,8395
2478,2823144,298165,10377
2479,6620820,248638,8244
2484,7126638,581210,8760
2487,8570330,29116,7290
2488,7459782,711448,10570
2490,4243311,846578,9238
2494,5853082,773195,7323
2495,5180492,831578,8866
2497,4925851,185754,8013
2499,2666007,94134,5758
2503,10020694,552478,10111
2507,10014140,585338,6046
2509,4836829,445046,7293
2513,7502814,50363,9670
2514,7823064,479210,6983
2515,8739192,657882,7637
2520,1064330,434016,7929
2521,6713638,406758,9042
2523,2605230,177478,7250
2527,5671944,741029,6763
2529,236838,144341,8061
2532,7716990,374714,8318
2537,9250693,519817,10624
2542,610942,914244,7256
2545,6285804,786962,9028
2546,3023064,758205,10212
2549,252510,268321,7430
2552,551729,627768,5753
2555,6533226,751924,5917
2560,3824304,902644,8771
2565,6570495,206972,6225
2567,10262034,606372,5674
2568,8443384,708781,8400
2571,1936894,572220,8202
2576,6566700,676907,8484
2579,1777157,718054,9716
2580,5150861,354749,10411
2585,9027960,328143,9144
2587,4631423,250144,8654
2589,10104000,224255,10397
2592,1286630,539681,10196
2597,185373,824238,9516
2598,5259420,721940,6997
2602,8935775,248118,7618
2607,6523047,156320,8293
2609,7289068,202304,8901
2614,4636764,313383,6028
2619,2977102,158898,7526
2624,6840792,856466,7274
2627,4750128,790297,8306
2629,9479736,249807,7486
2631,4912636,180111,9337
2635,9218801,542113,8236
2637,6506226,782617,6329
2639,765159,583450,8549
2641,2185537,823267,8752
2644,2225422,724029,7367
2648,4672551,376925,10678
2650,3890202,241,10358
2655,8732717,519986,9460
2659,753733,691376,5925
2663,10030941,916954,5864
2666,10305523,191021,8051
2667,5243868,396805,6618
2668,4068049,136477,9702
2669,9617890,376874,5700
2674,7640236,270741,5684
2677,8657412,318678,6900
2678,10254203,543978,10241
2681,8873011,899701,6525
2684,4635799,791516,8004
2685,10580397,912873,7453
2689,4858403,196485,6449
2690,5688273,74769,6950
2694,3268859,547876,6207
2696,10098513,392416,8624
2700,446583,350041,9310
2702,6246634,902251,7255
2706,9736537,276294,7737
2711,2522528,74319,7754
2714,4381432,373734,8715
2716,3222629,163550,10420
2721,9625059,609317,10451
2722,5002226,386708,6673
2725,10480898,499203,7687
2728,2942610,73985,9759
2733,9099152,151039,7739
2735,980342,300684,7067
2736,8184164,720066,6327
2740,10431269,888753,6723
2741,4309702,414406,10461
2746,1504075,479953,8799
2750,9853626,680519,9975
2753,4087425,366536,6155
2755,1411897,922180,6830
2758,10259840,815423,10026
2763,4012950,651921,5711
2766,2561155,346520,10158
2768,1132129,518008,9222
2770,4487313,19518,7536
2774,6349996,270175,8577
2778,8868624,884216,9518
2782,630701,424843,10558
2785,4814691,73047,8599
2790,8710625,922634,10529
2791,6875833,450171,9416
2795,9738852,876011,6312
2796,1352904,28213,6979
2797,6248897,519071,8457
2798,3353286,821748,8765
2801,9898702,215069,9736
2802,9336477,270221,6435
2805,5084268,850597,10307
2810,3540425,445398,7075
2814,8840141,475989,7238
2818,7895300,69284,7715
2820,1472900,200410,6559
2821,7305201,350002,6858
2822,4509126,49447,6986
2824,7741890,766460,5964
2825,5885387,701083,8974
2826,3187625,484745,9392
2827,9228933,691638,9668
2831,1314273,348377,7723
2836,3621498,481378,8416
2838,1360081,504908,10496
2839,5163711,361448,8918
2840,415269,741888,8926
2841,1153042,389595,7263
2843,8885149,802025,8596
2846,3726746,69622,10486
2849,1087826,911391,9174
2851,10035592,673067,5879
2854,6982788,828082,8992
2855,4270,685520,5661
2857,8300355,712053,9754
2860,10193328,607921,5660
2862,67477,716096,5716
2863,5656092,787033,8502
2864,4111594,329509,6934
2867,1049548,428479,9114
2871,2385887,248285,8402
2876,4734470,786871,10612
2877,113283,567126,7050
2881,9321192,363787,8393
2885,2856164,337993,10300
2888,5622767,474774,8548
2892,4707350,578682,6678
2894,18668,628605,5812
2899,9228909,703490,9832
2903,3239390,612754,6318
2904,4800825,564924,9848
2909,2317793,170383,10489
2913,994262,319448,6538
2917,1158324,299592,6918
2918,7948260,633404,8032
2920,1965971,667354,10602
2921,7612388,230304,9819
2924,4973374,561119,7899
2926,8647557,916389,7521
2928,4028965,293385,9381
2933,7563571,911249,7758
2937,5332298,722508,10568
2940,6812916,636611,9610
2945,5681978,475771,8376
2947,3760793,106639,5714
2948,4166856,460952,10389
2952,7112470,623972,7010
2956,10547348,267576,7650
2960,5792634,797757,8010
2961,1040105,359509,9304
2963,6820561,632734,9930
2964,9117706,352735,10448
2967,3376332,142916,6809
2971,4619778,714358,10293
2972,5377555,201711,5892
2975,6194873,348253,9372
2977,6733436,728253,10358
2982,1462072,245207,9663
2985,7401907,780919,9060
2986,5648639,840197,6952
2988,1601267,803230,9390
2989,7934235,923154,7004
2993,5867856,12959,5833
2995,5077837,356491,9008
2998,9959762,619974,7736
3002,3482606,397957,8684
3006,3196984,621226,8516
3011,4383815,301832,6622
3015,437271,237127,9304
3017,9334553,21798,7405
3020,7490532,818798,5931
3025,241580,784360,8009
3029,3084435,420705,7987
3030,4924020,589261,8334
3031,2837922,382083,10270
3033,3274709,349405,7208
3038,10060913,879424,9160
3041,3807945,218856,7911
3043,7877211,398180,10152
3046,5267278,244186,6186
3049,7372530,431304,10155
3051,1378130,731360,6233
3053,1232146,741793,10441
3057,516443,284749,9933
3058,319838,397400,7142
3059,978270,639127,9666
3064,6966490,876628,9600
3069,601046,319988,8870
3074,8348402,748366,7784
3077,1281929,252506,10146
3080,912204,813565,7806
3085,2039911,891502,9045
3090,6716523,210443,9660
3094,613932,351160,7053
3097,945854,773308,9483
3098,3710047,24243,6852
3100,574574,455572,9371
3102,5310073,225398,7024
3105,5804950,898853,8487
3106,7531726,531089,10183
3107,10231971,197927,8546
3110,7337885,721175,6294
3114,2261573,455188,10192
3115,5777684,133632,8887
3119,3834019,524055,8460
3120,4654695,466391,7660
3122,2224426,862994,5661
3127,5489313,410659,6017
3129,7581472,736737,8878
3134,1237843,612682,9832
3138,9265094,125377,7909
3141,7314764,842307,9274
3143,4516522,23670,5915
3148,4517705,272001,7023
3152,795357,281908,6687
3154,1033148,214369,6028
3157,300245,420159,5688
3161,3300022,356694,10448
3164,446385,124051,9666
3165,9507376,749429,6475
3170,4025355,712495,7846
3173,1698529,865314,10553
3176,7239262,555525,8703
3180,5719586,428372,9922
3185,690733,481980,6083
3189,1791257,14994,8974
3190,5894370,441451,5767
3195,9399768,765944,6526
3198,8049522,49980,8563
3202,5020753,553170,6996
3207,887685,236604,5833
3212,4451550,754,9691
3214,3048533,728206,5946
3216,7908631,821640,7602
3218,3314331,128644,10516
3220,1448904,425368,6701
3222,570322,591954,9220
3226,8956473,920800,6865
3230,7978070,740403,8263
3235,3734932,272612,7548
3239,2904730,368947,7242
3242,8070487,716482,6870
3246,177976,154842,9461
3247,3895211,391820,7412
3248,10261218,426581,9529
3253,8367478,629039,7811
3258,6207826,273607,7137
3262,108394,596154,7707
3266,1348311,192377,10526
3268,2462742,861270,10588
3273,9226489,906851,9681
3274,2563826,930706,8036
3278,2765636,142837,8184
3281,848854,138114,9981
3283,6226907,115989,9200
3287,9581561,803732,9164
3290,9654576,605191,6527
3291,2883246,901044,7705
3295,8504712,516964,6368
3299,3804494,19279,8565
3303,8217727,36783,9630
3304,525526,809078,7660
3305,5910324,99756,9889
3308,8561792,530182,5698
3310,10229512,783514,9976
3313,3450440,79946,7301
3318,9049053,832144,6602
3321,4686355,142112,10076
3324,754690,611845,7760
3327,6361263,803849,7455
