357,523853,4308005
361,357194,10350764
366,795944,3502738
369,115723,486747
372,92671,8664162
374,88533,5408268
376,406885,7078730
381,224785,385269
385,657565,287152
387,619993,7005285
388,162374,3639903
389,818496,392192
391,481957,7640884
392,598126,1413647
393,408223,1833413
395,914556,7997213
398,35744,8171872
399,824882,3808860
403,890667,5491135
408,848232,3782325
413,117737,8585509
417,594768,2429487
418,104275,6749680
423,697665,2522460
428,298298,9763109
431,249141,2313861
433,644845,6292314
435,130249,261857
439,762133,10127407
444,788765,4972584
448,401272,2382718
449,575425,8097755
450,797385,6332325
454,231910,8453726
459,695912,5578588
464,62620,1549085
466,57819,8411815
469,22654,1051460
473,735719,962861
474,847180,9409388
478,903051,5680754
483,428210,5020726
488,871917,8560202
490,101951,277443
493,37222,6113795
494,937033,6022719
499,97824,2337726
503,538717,5034806
505,78130,5828404
509,58193,5365832
510,494489,769388
511,912655,48455
513,423796,9210477
515,48846,8097007
518,159894,8817858
521,849759,5668133
522,671047,2824432
524,278375,4987587
528,346649,9758363
533,73760,6436855
535,245904,1487076
539,604547,9098941
541,453486,8216184
544,314803,5755831
549,604968,5803110
552,744587,7313314
557,26673,949384
560,933388,9523773
565,311003,5238443
568,306551,1363300
573,389689,8525403
576,735741,4484512
577,317494,3238687
580,644396,1850340
583,199120,3788045
585,661888,871247
590,184914,8282207
594,548101,7992549
598,395060,9238513
602,649146,6613031
604,823957,9203794
605,406158,4069915
606,283623,9534927
607,380238,5263335
611,613332,3210680
616,783622,7531357
619,441620,10294650
620,848410,4549169
622,641713,8115384
623,53374,5198324
624,6423,8758410
625,221885,4930565
630,109808,8728071
632,366517,5652854
636,621541,4680127
639,486960,3254982
643,429151,5412838
648,165250,2377381
649,483697,1949181
651,691463,4449483
655,626932,3642169
658,682241,4430180
663,323587,2239577
666,346837,3839334
671,351170,2265647
672,763634,8371561
674,929429,5441905
677,584096,7064940
678,856170,480849
680,631825,9010680
685,552759,2550684
687,780714,3841412
692,502576,643523
697,532468,9767955
699,619906,3090233
701,754022,7193385
702,364370,9482526
706,264429,4424982
708,577033,1878910
712,514159,3905609
717,250323,297195
721,534229,2168509
724,452240,413678
725,156983,5806327
726,500297,920007
727,639429,10049865
729,745354,4605030
733,610763,10577429
738,259982,2677047
743,588287,3562
744,896079,4024909
749,180610,5745973
754,657886,8949723
757,101605,3786175
758,53372,5994585
762,283284,10011290
763,591425,151276
767,261845,228117
771,299373,808936
774,107998,8305614
779,319389,7606048
781,832556,9305018
786,800160,3375988
790,571831,4387891
792,793783,7275895
795,268208,2129444
798,798718,1205727
800,509190,8314559
802,440531,2891574
805,535444,3317470
807,345777,1764326
809,97914,8756717
814,596885,4146172
819,127893,3550733
820,750938,3836499
822,403110,3045548
823,508100,3347497
825,449763,1233289
828,26300,8593352
832,167568,428399
837,442881,5179665
842,899613,5544413
845,240262,5251045
849,118889,6073198
853,121412,5074874
854,5997,3658109
859,79983,7359697
862,589506,6247912
865,420942,8612884
866,402842,3010057
868,923109,7397044
870,871419,1491519
873,183316,7883031
876,869291,5173494
880,625843,3468829
884,887187,3669233
885,54740,9605597
888,413126,9777768
892,166085,10618042
894,644565,10087746
899,491499,1245297
902,558447,6546704
906,267010,4066025
910,192238,10353836
915,889388,543955
918,728866,7117407
922,2948,7429430
923,104678,5603336
926,931051,1866716
929,866209,9552731
934,386054,8201368
935,457611,9498560
940,821430,5681106
943,853319,333823
944,896834,1521671
945,235153,3728021
950,113960,10594116
951,450969,2720566
952,910905,1622848
956,340388,906490
957,159606,6980221
958,247134,8432932
961,913977,5092963
963,795112,3364136
966,309116,6774205
967,875585,8743383
970,578928,4260267
972,623420,7156553
976,285117,5972348
981,689942,8764431
983,595907,7589645
986,14524,4660891
989,829577,8593922
991,382465,5873201
992,776110,5373282
996,710827,9705715
997,636591,2681510
998,383107,3501737
1001,531079,2679195
1005,344451,6334643
1007,432145,3139985
1011,473313,363418
1015,297526,511654
1016,368447,627585
1021,144851,4962870
1024,122248,7038376
1025,346478,4265122
1028,301553,8303684
1032,379942,9414407
1035,771888,276774
1037,9267,897360
1038,371236,6333974
1040,381583,4712098
1041,114346,6855587
1046,739043,2564140
1051,730878,3406424
1052,216921,10384478
1055,293345,4105511
1060,245859,10535143
1062,119933,865516
1063,630018,10420847
1068,220002,7963811
1069,288314,4335622
1073,707164,8953928
1074,197365,8958893
1078,86372,9011743
1081,750267,6892520
1083,432120,3436597
1086,529219,4014817
1090,936116,3517759
1093,159283,4461330
1098,382984,1211753
1099,635524,6736244
1101,714795,1189953
1105,609150,2026203
1109,508123,9411841
1113,48688,10185145
1115,909035,288595
1116,392034,654065
1118,136562,3094440
1123,491777,5878300
1126,569598,3199157
1129,497494,3012517
1130,673612,1016194
1135,826985,2898655
1136,388551,5324130
1140,749018,1276600
1143,556140,2954921
1147,722899,9993761
1150,500855,4007634
1154,28755,8454908
1157,414915,10262559
1161,589316,4617709
1164,929124,7075970
1168,560865,2733633
1169,576537,5382995
1173,160356,9547985
1177,770730,1951088
1180,475443,8552057
1184,100868,6706848
1185,725174,3909041
1188,140364,5810909
1191,892335,4134639
1192,869157,1989859
1197,204758,7914012
1198,774652,6773136
1201,668377,4117783
1206,158266,3830281
1207,16208,5282081
1210,274262,8322412
1212,706429,5336839
1215,479826,3113124
1216,53755,2346803
1219,198977,9063813
1223,785910,4755052
1224,435852,1689321
1229,288679,5739707
1233,198140,9036477
1234,810756,8266515
1235,605118,4318152
1239,169241,4462878
1241,238840,7330487
1246,677804,8610776
1251,432088,8862136
1254,526428,3597637
1259,293820,1578837
1260,607015,4300286
1261,1909,6447969
1264,187066,4465212
1265,497064,8246038
1267,119645,223615
1271,144997,7654941
1273,913459,10397536
1275,59366,9674237
1279,382605,8803318
1280,497264,8927532
1282,884300,3607476
1287,167874,8198649
1290,850512,1572190
1291,805604,1036747
1293,26225,4328129
1294,189675,5310965
1297,416526,2107939
1299,658771,2109584
1303,846549,3598225
1308,145783,8258480
1311,537114,9004184
1312,485614,1164227
1316,861944,4286776
1317,65116,10272647
1320,911839,6707093
1324,218781,7475581
1325,13630,4484077
1328,80752,2894489
1331,172427,6780179
1334,80009,6269399
1338,153700,10579750
1342,157640,3625141
1347,750016,1798569
1350,23351,1107907
1352,44448,9365574
1355,756740,8380519
1358,389117,1292578
1362,637946,8561349
1363,346442,10648382
1364,295454,5892841
1368,46773,10186179
1371,526279,854925
1372,536184,1511104
1374,649098,5402582
1378,227109,2154337
1380,564043,9536792
1383,377163,2966231
1386,882666,7344616
1389,274970,3978771
1390,39194,7310586
1392,608861,10328146
1397,908330,1881997
1399,375544,7957836
1401,391674,7616020
1403,531688,1182773
1405,850092,1553772
1410,815111,2372230
1414,785197,6062130
1415,598693,6931507
1419,393345,3485159
1421,380543,6984419
1422,772035,7840655
1427,135578,7739073
1431,863914,3633567
1436,780182,4240928
1440,491157,6189838
1443,522179,735664
1446,205407,4631963
1448,104594,8715259
1453,491743,2293589
1456,426399,10182612
1460,110830,5690103
1462,285655,3564552
1464,623060,1876549
1466,427725,1493123
1470,732574,3160540
1471,700385,7070059
